CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio,Cluster
632,France,Female,28,5,118890.81,1,0,1,145157.97,0,<30,Medium,Mid,Medium,103992.796,Premium,1,0.82,0
724,France,Male,31,5,0.0,1,1,0,134889.95,1,30-45,High,Mid,Zero,41466.985,Medium,0,0.0,2
751,Germany,Female,37,0,151218.98,1,1,1,109309.29,0,30-45,High,New,High,108402.277,Premium,1,1.38,0
733,France,Male,42,9,150507.21,1,0,1,169964.12,0,30-45,High,Long,High,128042.841,Premium,1,0.89,0
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0,<30,Medium,Long,Zero,9698.226,Low,2,0.0,1
525,Germany,Male,33,4,131023.76,2,0,0,55072.93,0,30-45,Low,Mid,High,82833.75899999999,High,0,2.38,3
666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1,30-45,Medium,New,Medium,82129.714,High,0,1.78,3
653,France,Male,29,2,0.0,2,1,1,41671.81,0,<30,Medium,New,Zero,12901.543,Low,2,0.0,1
850,France,Male,28,4,0.0,2,1,1,12409.01,0,<30,High,Mid,Zero,4522.703,Low,2,0.0,1
646,Germany,Female,52,6,111739.4,2,0,1,68367.18,0,46-60,Medium,Mid,Medium,77579.85399999999,High,2,1.63,0
750,France,Male,43,6,113882.31,1,1,1,74564.41,0,30-45,High,Mid,Medium,80510.478,High,1,1.53,0
764,France,Male,24,7,98148.61,1,1,0,26843.76,0,<30,High,Long,Medium,58527.433,Medium,0,3.66,3
658,France,Female,32,9,0.0,2,1,0,156774.75,0,30-45,Medium,Long,Zero,48832.425,Medium,0,0.0,2
727,France,Male,32,1,59271.82,1,1,1,46019.43,0,30-45,High,New,Medium,43641.739,Medium,1,1.29,0
687,France,Female,31,2,0.0,2,0,1,145411.39,0,30-45,Medium,New,Zero,44023.417,Medium,2,0.0,1
631,Spain,Male,33,2,0.0,2,1,1,158268.84,0,30-45,Medium,New,Zero,47880.652,Medium,2,0.0,1
797,France,Male,30,10,69413.44,1,1,1,74637.57,0,<30,High,Long,Medium,59097.991,Medium,1,0.93,0
650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0,<30,Medium,Long,High,90216.986,High,2,5.66,0
850,Spain,Male,22,3,0.0,1,1,1,144385.54,0,<30,High,Mid,Zero,43915.662,Medium,1,0.0,1
676,France,Female,40,2,147803.48,1,1,0,95181.06,1,30-45,Medium,New,High,102856.058,Premium,0,1.55,3
620,Spain,Male,44,8,0.0,2,1,1,15627.51,0,30-45,Medium,Long,Zero,6288.253,Low,2,0.0,1
576,France,Female,52,9,170228.59,2,0,0,148477.57,1,46-60,Low,Long,High,131457.566,Premium,0,1.15,3
482,France,Female,35,2,133111.73,1,0,1,79957.95,0,30-45,Low,New,High,90943.25,High,1,1.66,0
695,Spain,Female,39,5,0.0,2,0,0,102763.69,0,30-45,Medium,Mid,Zero,31829.107,Low,0,0.0,2
706,France,Male,18,2,176139.5,2,1,0,129654.22,0,<30,Medium,New,High,127366.016,Premium,0,1.36,3
668,France,Female,32,2,0.0,2,1,1,40652.33,0,30-45,Medium,New,Zero,12595.699,Low,2,0.0,1
679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0,30-45,Medium,New,Medium,108809.892,Premium,1,0.62,0
703,France,Female,45,5,0.0,2,1,0,131906.44,0,30-45,Medium,Mid,Zero,40571.932,Low,0,0.0,2
670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0,60+,Medium,Mid,High,116142.005,Premium,1,1.34,0
590,France,Female,76,5,160979.68,1,0,1,13848.58,0,60+,Medium,Mid,High,85644.41399999999,High,1,11.62,0
613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0,30-45,Medium,Mid,Medium,113849.845,Premium,2,0.72,0
742,France,Female,60,4,0.0,1,1,1,13161.66,1,46-60,High,Mid,Zero,4748.498,Low,1,0.0,1
608,France,Female,33,4,0.0,1,1,0,79304.38,1,30-45,Medium,Mid,Zero,24591.314,Low,0,0.0,2
571,France,Male,40,10,112896.86,1,1,1,121402.53,0,30-45,Low,Long,Medium,94869.189,High,1,0.93,0
595,France,Female,39,7,120962.13,1,0,0,23305.01,0,30-45,Medium,Long,Medium,68872.568,Medium,0,5.19,3
745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,46-60,High,Long,Medium,72377.47,High,0,1.29,3
589,France,Female,21,3,0.0,2,0,1,55601.44,0,<30,Medium,Mid,Zero,17280.432,Low,2,0.0,1
749,France,Male,37,10,185063.7,2,1,1,134526.87,0,30-45,High,Long,High,134889.911,Premium,2,1.38,0
678,France,Female,22,6,118064.93,2,1,1,195424.01,0,<30,Medium,Mid,Medium,118859.668,Premium,2,0.6,0
603,France,Male,46,2,0.0,2,1,1,59563.49,0,46-60,Medium,New,Zero,18269.047,Low,2,0.0,1
504,France,Female,73,8,0.0,1,1,1,34595.58,0,60+,Low,Long,Zero,11978.674,Low,1,0.0,1
739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1,30-45,High,Mid,High,93576.612,High,3,2.48,0
604,France,Female,34,7,0.0,2,1,0,193021.49,0,30-45,Medium,Long,Zero,59306.44699999999,Medium,0,0.0,2
612,France,Female,35,3,0.0,1,1,1,48108.72,0,30-45,Medium,Mid,Zero,15032.616,Low,1,0.0,1
629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0,30-45,Medium,Mid,High,87681.318,High,0,1.59,3
652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0,30-45,Medium,Mid,Medium,53720.27100000001,Medium,0,2.2,2
565,France,Male,34,7,0.0,1,0,0,74593.84,0,30-45,Low,Long,Zero,23778.152,Low,0,0.0,2
707,France,Female,49,10,0.0,1,1,0,82967.97,1,46-60,Medium,Long,Zero,26890.391,Low,0,0.0,2
645,France,Male,30,1,125739.26,1,1,1,193441.23,0,<30,Medium,New,High,121101.999,Premium,1,0.65,0
762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,30-45,High,Long,Medium,108433.527,Premium,1,0.51,0
639,Spain,Female,39,1,141789.15,1,1,0,92455.96,0,30-45,Medium,New,High,98831.363,Premium,0,1.53,3
709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0,<30,Medium,New,Medium,103044.32,Premium,0,0.73,3
823,France,Male,34,3,105057.33,1,1,0,9217.92,0,30-45,High,Mid,Medium,55894.041,Medium,0,11.4,3
817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1,46-60,High,New,Medium,70926.5,Medium,1,1.01,0
665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0,<30,Medium,New,High,130370.398,Premium,0,0.79,3
646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0,30-45,Medium,New,High,128675.648,Premium,0,0.9,3
568,France,Male,30,8,73054.37,2,1,1,27012.0,0,<30,Low,Long,Medium,46230.785,Medium,2,2.7,1
850,France,Female,62,1,124678.35,1,1,0,70916.0,1,60+,High,New,Medium,83813.975,High,0,1.76,3
473,Germany,Male,40,8,152576.25,2,1,0,73073.68,0,30-45,Low,Long,High,99810.229,Premium,0,2.09,3
731,France,Female,41,9,152243.57,1,1,1,88783.59,0,30-45,High,Long,High,104556.862,Premium,1,1.71,0
619,France,Male,25,4,0.0,1,1,0,145524.36,0,<30,Medium,Mid,Zero,44457.308,Medium,0,0.0,2
715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0,30-45,Medium,New,Medium,50860.451,Medium,2,4.13,1
772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1,46-60,High,Long,High,87768.11300000001,High,1,3.08,0
686,France,Female,31,1,0.0,2,1,0,4802.25,0,30-45,Medium,New,Zero,1640.675,Low,0,0.0,2
749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1,<30,High,Long,High,100822.241,Premium,0,1.33,3
781,France,Female,27,7,186558.55,1,1,1,175071.29,1,<30,High,Long,High,147200.662,Premium,1,1.07,0
675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0,60+,Medium,Mid,Medium,98418.493,Premium,2,0.88,0
730,Spain,Male,29,2,0.0,2,1,0,14174.09,0,<30,High,New,Zero,4652.227,Low,0,0.0,2
683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0,30-45,Medium,Mid,High,68290.045,Medium,0,8.2,3
554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1,46-60,Low,Long,Medium,108190.292,Premium,1,0.59,0
722,France,Male,46,6,0.0,1,1,1,93917.68,1,46-60,High,Mid,Zero,29375.304,Low,1,0.0,1
689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0,60+,Medium,Long,High,110194.393,Premium,1,1.58,0
796,Germany,Male,40,2,113228.38,2,1,1,46415.09,0,30-45,High,New,Medium,70938.717,Medium,2,2.44,0
447,France,Female,32,10,0.0,1,1,1,151815.76,0,30-45,Low,Long,Zero,47544.728,Medium,1,0.0,1
498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0,30-45,Low,Long,Medium,60275.955,Medium,2,7.29,1
663,Spain,Male,27,8,0.0,1,1,1,188007.99,0,<30,Medium,Long,Zero,58002.397,Medium,1,0.0,1
498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0,30-45,Low,New,Medium,90204.057,High,2,1.23,0
627,France,Female,32,1,0.0,1,1,0,106851.7,0,30-45,Medium,New,Zero,32255.51,Low,0,0.0,2
649,France,Male,45,7,0.0,2,0,1,75204.21,0,30-45,Medium,Long,Zero,23961.263000000003,Low,2,0.0,1
738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1,<30,High,Long,High,113914.71,Premium,0,0.98,3
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0,30-45,Medium,Mid,Medium,54257.013,Medium,0,14.34,2
655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1,30-45,Medium,Mid,High,69440.329,Medium,0,14.17,3
647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1,30-45,Medium,Mid,Medium,103710.308,Premium,1,0.78,0
776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0,30-45,High,New,Medium,105585.816,Premium,2,0.47,0
688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1,30-45,Medium,Mid,Medium,106638.869,Premium,0,0.67,3
605,France,Male,32,9,0.0,2,1,1,55724.24,0,30-45,Medium,Long,Zero,18517.272,Low,2,0.0,1
596,France,Female,39,10,86546.29,1,0,1,131768.98,0,30-45,Medium,Long,Medium,84803.839,High,1,0.66,0
427,France,Male,33,8,0.0,1,1,1,13858.95,0,30-45,Low,Long,Zero,5757.685,Low,1,0.0,1
629,France,Male,39,2,129669.32,2,1,0,82774.07,0,30-45,Medium,New,High,90066.88100000001,High,0,1.57,3
496,Spain,Male,29,2,0.0,2,1,0,55389.59,0,<30,Low,New,Zero,17016.876999999997,Low,0,0.0,2
717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0,30-45,Medium,New,High,107379.994,Premium,1,2.0,0
777,France,Male,23,6,0.0,2,1,1,163225.48,0,<30,High,Mid,Zero,50167.644,Medium,2,0.0,1
535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0,30-45,Low,Long,Medium,101755.976,Premium,1,0.88,0
744,France,Male,29,1,0.0,1,0,0,82422.97,0,<30,High,New,Zero,24926.891,Low,0,0.0,2
755,France,Male,31,5,0.0,2,0,1,194660.78,0,30-45,High,Mid,Zero,59398.234,Medium,2,0.0,1
593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0,30-45,Medium,Mid,Medium,57434.059,Medium,0,1.43,3
514,France,Male,38,4,112230.38,1,1,0,16717.11,1,30-45,Low,Mid,Medium,61930.323,Medium,0,6.71,3
721,France,Male,40,9,118129.87,1,1,1,160277.65,0,30-45,High,Long,Medium,108948.23,Premium,1,0.74,0
835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,30-45,High,Long,Medium,97583.836,High,0,0.49,3
682,France,Female,64,10,128306.7,1,0,1,66040.83,0,60+,Medium,Long,High,85965.599,High,1,1.94,0
590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0,30-45,Medium,New,Medium,86880.13,High,0,1.28,3
653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1,30-45,Medium,Mid,High,103854.627,Premium,0,0.93,3
837,France,Male,49,8,103302.37,1,1,1,50974.57,0,46-60,High,Long,Medium,68543.556,Medium,1,2.03,0
841,France,Male,27,8,0.0,1,1,0,171922.72,0,<30,High,Long,Zero,53176.816,Medium,0,0.0,2
584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,30-45,Medium,Mid,Medium,67065.487,Medium,0,1.0,3
769,France,Male,29,4,145471.37,1,1,0,188382.77,0,<30,High,Mid,High,130050.516,Premium,0,0.77,3
599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0,30-45,Medium,New,Medium,110562.402,Premium,0,0.51,3
698,France,Male,47,5,156265.31,2,0,0,1055.66,0,46-60,Medium,Mid,High,79449.353,High,0,148.03,3
477,France,Male,27,1,128554.98,1,1,1,133173.19,0,<30,Low,New,High,104429.447,Premium,1,0.97,0
477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0,30-45,Low,Long,High,128542.524,Premium,2,0.74,0
745,Spain,Male,34,7,132944.53,1,1,1,31802.92,0,30-45,High,Long,High,77413.141,High,1,4.18,0
749,France,Female,35,3,0.0,3,1,1,132649.85,0,30-45,High,Mid,Zero,40394.955,Low,3,0.0,1
850,France,Male,61,1,0.0,1,1,0,53067.83,1,60+,High,New,Zero,16120.349,Low,0,0.0,2
528,Germany,Male,22,5,93547.23,2,0,1,961.57,0,<30,Low,Mid,Medium,48062.086,Medium,2,97.29,1
750,France,Male,33,2,152302.72,1,1,0,71333.44,0,30-45,High,New,High,97951.392,Premium,0,2.14,3
543,France,Female,31,2,147674.26,1,1,1,16658.76,0,30-45,Low,New,High,79234.758,High,1,8.86,0
579,Spain,Female,59,3,148021.12,1,1,1,74878.22,0,46-60,Low,Mid,High,97074.026,High,1,1.98,0
624,France,Male,37,0,0.0,2,0,0,112104.55,0,30-45,Medium,New,Zero,33631.365,Low,0,0.0,2
595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1,46-60,Medium,Mid,High,86706.73,High,0,2.94,3
596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0,<30,Medium,New,High,127009.954,Premium,0,0.89,3
431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1,30-45,Low,New,High,81128.34300000001,High,0,3.68,3
647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1,<30,Medium,Long,Medium,97556.747,High,1,0.81,0
640,France,Female,31,9,138857.59,1,1,0,48640.77,0,30-45,Medium,Long,High,85821.026,High,0,2.85,3
752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0,30-45,High,Mid,Medium,80245.285,High,2,1.17,0
710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,30-45,Medium,Long,High,89017.143,High,0,3.54,3
638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1,<30,Medium,Mid,High,124305.141,Premium,1,0.72,0
660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0,<30,Medium,New,High,98372.695,Premium,0,4.09,3
609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0,30-45,Medium,Mid,Medium,105138.244,Premium,1,0.45,0
596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,46-60,Medium,New,Medium,85108.013,High,1,0.51,0
705,France,Female,38,3,123894.43,1,1,0,21177.1,0,30-45,Medium,Mid,Medium,68900.345,Medium,0,5.85,3
444,France,Male,36,7,0.0,2,0,1,138743.86,0,30-45,Low,Long,Zero,43023.158,Medium,2,0.0,1
727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1,46-60,High,Mid,Medium,62221.015,Medium,0,4.13,3
496,France,Male,32,4,127845.83,1,1,0,66469.2,0,30-45,Low,Mid,High,84663.675,High,0,1.92,3
554,France,Female,22,8,0.0,2,0,1,142670.61,0,<30,Low,Long,Zero,44401.183,Medium,2,0.0,1
537,France,Male,26,7,106397.75,1,0,0,103563.23,0,<30,Low,Long,Medium,85667.844,High,0,1.03,3
839,France,Female,51,3,0.0,1,1,1,69101.23,1,46-60,High,Mid,Zero,21330.369,Low,1,0.0,1
700,Spain,Female,43,0,0.0,2,1,0,59475.35,0,30-45,Medium,New,Zero,17842.605,Low,0,0.0,2
458,Spain,Female,35,5,166492.48,1,1,0,135287.74,0,30-45,Low,Mid,High,124832.562,Premium,0,1.23,3
850,France,Female,28,2,0.0,2,1,1,38773.74,0,<30,High,New,Zero,12032.122,Low,2,0.0,1
699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,30-45,Medium,Mid,Medium,99965.736,Premium,0,0.83,3
615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,30-45,Medium,Long,High,98067.896,Premium,2,1.14,0
850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,46-60,High,Mid,Medium,98576.642,Premium,0,1.05,3
604,France,Female,40,1,0.0,2,1,0,123207.17,0,30-45,Medium,New,Zero,37162.151,Low,0,0.0,2
668,Spain,Male,34,0,0.0,1,0,0,99984.86,0,30-45,Medium,New,Zero,29995.458,Low,0,0.0,2
594,Spain,Female,38,10,0.0,2,1,0,58332.91,0,30-45,Medium,Long,Zero,19499.873,Low,0,0.0,2
470,France,Male,30,3,101140.76,1,1,1,50906.65,0,<30,Low,Mid,Medium,66442.375,Medium,1,1.99,0
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,30-45,Medium,New,High,113709.478,Premium,1,1.18,0
664,Spain,Male,35,1,115024.5,1,0,1,169665.79,0,30-45,Medium,New,Medium,108611.987,Premium,1,0.68,0
477,France,Female,30,6,131286.46,1,1,0,194144.45,0,<30,Low,Mid,High,125086.565,Premium,0,0.68,3
756,France,Female,42,9,0.0,2,1,0,35673.42,0,30-45,High,Long,Zero,12502.026,Low,0,0.0,2
625,France,Female,40,7,141267.67,1,0,1,177397.49,0,30-45,Medium,Long,High,125253.082,Premium,1,0.8,0
703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,60+,Medium,Mid,High,117784.013,Premium,1,0.86,0
646,France,Male,30,7,0.0,2,1,0,153566.97,0,<30,Medium,Long,Zero,47470.091,Medium,0,0.0,2
650,France,Male,33,0,98064.97,1,1,0,52411.99,0,30-45,Medium,New,Medium,64756.082,Medium,0,1.87,3
664,France,Female,31,9,114519.57,2,0,1,79222.02,0,30-45,Medium,Long,Medium,82826.391,High,2,1.45,0
682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,<30,Medium,Mid,Medium,61483.352,Medium,0,3.1,3
725,France,Female,44,10,0.0,1,0,1,93777.61,0,30-45,High,Long,Zero,30133.283,Low,1,0.0,1
553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,46-60,Low,Mid,Medium,75510.547,High,0,0.73,3
576,France,Male,39,9,84719.98,1,0,0,191063.36,0,30-45,Low,Long,Medium,101478.998,Premium,0,0.44,3
608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,46-60,Medium,Mid,Zero,47143.123,Medium,2,0.0,1
850,France,Female,39,0,104386.53,1,1,0,105886.77,0,30-45,High,New,Medium,83959.296,High,0,0.99,3
627,France,Male,31,8,128131.73,1,1,0,96131.47,0,30-45,Medium,Long,High,94505.306,High,0,1.33,3
667,France,Male,44,2,122806.95,1,0,0,15120.86,0,30-45,Medium,New,Medium,66339.733,Medium,0,8.12,3
548,Spain,Male,44,8,0.0,1,1,0,16989.77,0,30-45,Low,Long,Zero,6696.931,Low,0,0.0,2
774,France,Male,76,4,112510.89,1,1,1,143133.18,0,60+,High,Mid,Medium,99995.399,Premium,1,0.79,0
794,Germany,Male,57,3,117056.46,1,1,0,93336.93,1,46-60,High,Mid,Medium,87129.30900000001,High,0,1.25,3
497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,46-60,Low,Long,High,70281.122,Medium,1,13.21,0
587,France,Female,36,1,70784.27,1,1,0,30579.82,0,30-45,Medium,New,Medium,44766.081000000006,Medium,0,2.31,2
850,France,Female,29,10,0.0,2,1,1,199775.67,0,<30,High,Long,Zero,61932.701,Medium,2,0.0,1
722,France,Male,46,5,0.0,2,1,0,179908.71,0,46-60,High,Mid,Zero,54972.613,Medium,0,0.0,2
555,Spain,Female,35,1,0.0,2,1,0,101667.0,0,30-45,Low,New,Zero,30700.1,Low,0,0.0,2
609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0,30-45,Medium,Mid,High,123005.078,Premium,2,0.82,0
734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,30-45,High,Mid,Medium,81155.132,High,0,0.82,3
718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,30-45,Medium,Long,Medium,105198.284,Premium,2,0.49,0
645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,46-60,Medium,Mid,Medium,112373.248,Premium,3,0.59,0
598,Spain,Female,23,6,0.0,2,1,0,153229.19,0,<30,Medium,Mid,Zero,47168.757,Medium,0,0.0,2
628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,46-60,Medium,Mid,Medium,66179.186,Medium,1,8.6,0
629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,30-45,Medium,New,Medium,80678.692,High,2,1.88,0
739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,46-60,High,New,Medium,103535.678,Premium,1,0.69,0
653,France,Female,60,2,120731.39,4,1,1,138160.11,1,46-60,Medium,New,Medium,102213.728,Premium,4,0.87,1
711,France,Male,28,8,0.0,2,1,1,64286.39,0,<30,Medium,Long,Zero,20885.917,Low,2,0.0,1
783,Spain,Male,38,1,0.0,3,1,1,80178.54,1,30-45,High,New,Zero,24253.562,Low,3,0.0,1
681,France,Male,38,6,153722.47,1,1,0,101319.76,0,30-45,Medium,Mid,High,108457.163,Premium,0,1.52,3
712,France,Male,34,8,114088.32,1,1,0,92794.61,0,30-45,Medium,Long,Medium,86482.543,High,0,1.23,3
554,France,Female,48,7,0.0,2,1,1,63708.07,0,46-60,Low,Long,Zero,20512.421,Low,2,0.0,1
611,France,Female,37,6,0.0,2,1,0,110782.88,0,30-45,Medium,Mid,Zero,34434.864,Low,0,0.0,2
560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0,30-45,Low,Mid,High,80300.057,High,0,14.15,3
646,Spain,Male,32,1,0.0,2,1,0,183289.22,0,30-45,Medium,New,Zero,55186.766,Medium,0,0.0,2
680,France,Male,34,3,143292.95,1,1,0,66526.01,0,30-45,Medium,Mid,High,92204.278,High,0,2.15,3
631,France,Male,26,1,149144.61,1,0,1,123697.95,0,<30,Medium,New,High,111881.69,Premium,1,1.21,0
746,France,Male,36,9,127157.04,1,1,1,155700.15,0,30-45,High,Long,High,112088.565,Premium,1,0.82,0
654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,30-45,Medium,Long,Medium,68760.99,Medium,2,1.03,1
687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,30-45,Medium,Long,High,106305.588,Premium,0,1.12,3
708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,30-45,Medium,Mid,High,128288.873,Premium,2,0.88,0
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,30-45,Medium,New,Medium,92042.968,High,0,0.55,3
636,France,Female,45,7,139859.23,1,1,1,108402.54,0,30-45,Medium,Long,High,103850.377,Premium,1,1.29,0
695,France,Male,45,9,43134.65,1,0,1,77330.35,0,30-45,Medium,Long,Low,46566.43,Medium,1,0.56,1
677,France,Male,42,5,99580.13,1,1,0,21007.96,0,30-45,Medium,Mid,Medium,57092.453,Medium,0,4.74,3
720,France,Female,34,6,110717.38,1,1,1,9398.45,0,30-45,Medium,Mid,Medium,59378.225000000006,Medium,1,11.78,0
780,France,Female,37,3,0.0,2,0,0,182156.81,1,30-45,High,Mid,Zero,55247.043,Medium,0,0.0,2
653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,30-45,Medium,Mid,Zero,33757.68,Low,0,0.0,2
674,France,Female,28,3,0.0,1,1,0,51536.99,0,<30,Medium,Mid,Zero,16061.096999999998,Low,0,0.0,2
620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,30-45,Medium,Mid,Medium,70015.257,Medium,0,2.18,3
623,France,Male,40,6,0.0,2,1,1,66119.07,0,30-45,Medium,Mid,Zero,21035.721,Low,2,0.0,1
547,France,Female,29,6,104450.86,1,1,1,37160.28,0,<30,Low,Mid,Medium,64573.514,Medium,1,2.81,0
530,France,Male,39,2,0.0,2,1,0,197923.05,0,30-45,Low,New,Zero,59776.91499999999,Medium,0,0.0,2
746,France,Female,34,4,0.0,1,0,1,65166.6,0,30-45,High,Mid,Zero,20349.98,Low,1,0.0,1
512,France,Female,31,7,0.0,2,0,0,49326.07,0,30-45,Low,Long,Zero,16197.821,Low,0,0.0,2
630,France,Male,40,8,0.0,2,1,1,42495.81,0,30-45,Medium,Long,Zero,14348.743,Low,2,0.0,1
570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,<30,Low,Long,Medium,103876.196,Premium,1,0.78,0
605,France,Male,39,6,111169.91,1,0,0,9641.4,0,30-45,Medium,Mid,Medium,59677.375,Medium,0,11.53,3
530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,30-45,Low,Mid,Zero,50253.311,Medium,2,0.0,1
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,<30,High,Mid,Medium,102696.014,Premium,1,0.93,0
704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,30-45,Medium,Long,High,120136.364,Premium,1,1.15,0
565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,30-45,Low,New,Medium,46511.657,Medium,2,20.16,1
645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,30-45,Medium,Mid,Zero,53275.055,Medium,1,0.0,1
526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,30-45,Low,Mid,High,67708.239,Medium,2,73.47,0
778,France,Female,33,9,151772.63,2,0,0,180249.94,1,30-45,High,Long,High,131761.297,Premium,0,0.84,3
677,France,Female,72,8,0.0,2,1,1,153604.44,0,60+,Medium,Long,Zero,47681.332,Medium,2,0.0,1
588,France,Female,64,3,0.0,1,1,1,189703.65,0,60+,Medium,Mid,Zero,57511.095,Medium,1,0.0,1
488,France,Female,22,6,0.0,2,1,1,66393.89,0,<30,Low,Mid,Zero,21118.167,Low,2,0.0,1
519,France,Male,39,1,97700.02,1,1,1,30709.03,0,30-45,Low,New,Medium,58262.719,Medium,1,3.18,0
709,France,Male,31,6,0.0,2,1,1,71009.84,0,30-45,Medium,Mid,Zero,22502.952,Low,2,0.0,1
642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,46-60,Medium,Mid,Medium,95737.346,High,0,0.72,3
710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,30-45,Medium,Long,High,75985.124,High,2,94.67,0
653,France,Female,46,5,0.0,2,1,0,49707.85,0,46-60,Medium,Mid,Zero,15912.355,Low,0,0.0,2
743,France,Male,71,0,0.0,2,0,1,29837.65,0,60+,High,New,Zero,8951.295,Low,2,0.0,1
418,France,Female,39,2,0.0,2,0,0,9041.71,0,30-45,Low,New,Zero,3112.5129999999995,Low,0,0.0,2
670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,30-45,Medium,Long,Medium,103465.85499999998,Premium,2,0.43,0
723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,<30,High,Mid,Medium,90013.70999999999,High,0,0.64,3
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,30-45,Low,Mid,Medium,107232.218,Premium,1,0.85,0
543,France,Female,42,5,0.0,2,0,0,101905.34,0,30-45,Low,Mid,Zero,31571.602,Low,0,0.0,2
