CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,CreditBand,TenureGroup,BalanceSegment,CLV_Score,CLV_Segment,EngagementScore,Balance_Salary_Ratio
588,France,Female,34,3,120777.88,1,1,1,131729.52,0,30-45,Medium,Mid,Medium,100507.796,Premium,1,0.92
663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0,30-45,Medium,Mid,Medium,69875.314,Medium,1,1.14
777,France,Male,36,7,0.0,1,1,0,106472.34,0,30-45,High,Long,Zero,33341.702,Low,0,0.0
592,France,Male,71,4,0.0,2,0,1,17013.54,0,60+,Medium,Mid,Zero,5904.062,Low,2,0.0
631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,46-60,Medium,New,Medium,98596.666,Premium,1,0.71
725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1,46-60,High,New,Medium,78630.483,High,0,1.21
850,France,Male,34,2,72079.71,1,1,1,115767.93,0,30-45,High,New,Medium,71170.234,Medium,1,0.62
540,France,Male,37,6,0.0,2,1,0,141998.89,0,30-45,Low,Mid,Zero,43799.667,Medium,0,0.0
674,Spain,Male,36,2,0.0,2,1,1,182787.17,0,30-45,Medium,New,Zero,55236.151000000005,Medium,2,0.0
553,France,Male,38,3,99844.68,1,0,0,187915.7,0,30-45,Low,Mid,Medium,106897.04999999999,Premium,0,0.53
630,France,Female,28,1,0.0,2,1,1,133267.78,0,<30,Medium,New,Zero,40180.333999999995,Low,2,0.0
466,France,Male,26,3,156815.71,1,1,1,137476.09,0,<30,Low,Mid,High,120250.682,Premium,1,1.14
613,France,Male,47,6,146034.74,1,1,1,77146.14,0,46-60,Medium,Mid,High,97361.212,High,1,1.89
558,France,Male,27,1,152283.39,1,1,0,183271.15,0,<30,Low,New,High,131323.04,Premium,0,0.83
775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0,30-45,High,New,Medium,67557.27,Medium,2,4.51
698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0,46-60,Medium,Long,Medium,96002.80799999999,High,1,0.63
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0,30-45,Medium,New,Medium,72798.00899999999,High,0,1.45
670,Spain,Female,20,4,0.0,2,1,0,119759.24,0,<30,Medium,Mid,Zero,36727.772,Low,0,0.0
591,Spain,Male,39,8,0.0,2,0,0,42392.24,0,30-45,Medium,Long,Zero,14317.671999999999,Low,0,0.0
633,France,Male,40,4,150578.0,1,0,1,34670.62,1,30-45,Medium,Mid,High,86490.186,High,1,4.34
678,France,Female,46,1,0.0,2,0,0,82106.19,0,46-60,Medium,New,Zero,24831.857,Low,0,0.0
590,France,Male,47,3,0.0,2,1,0,171774.5,0,46-60,Medium,Mid,Zero,52132.35,Medium,0,0.0
705,France,Female,48,0,0.0,2,0,0,149772.61,0,46-60,Medium,New,Zero,44931.782999999996,Medium,0,0.0
608,France,Male,42,10,163548.07,1,1,0,38866.85,0,30-45,Medium,Long,High,95434.09,High,0,4.21
682,France,Female,37,8,148580.12,1,1,0,35179.18,0,30-45,Medium,Long,High,86443.814,High,0,4.22
596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0,30-45,Medium,Mid,Medium,61491.046,Medium,0,2.31
395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,30-45,Low,Mid,Medium,59218.765999999996,Medium,1,6.1
578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0,30-45,Low,New,High,127853.897,Premium,0,0.68
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,46-60,Low,Mid,Medium,61558.064,Medium,0,6.58
609,France,Male,37,1,39344.83,1,1,1,178291.89,1,30-45,Medium,New,Low,73359.982,High,1,0.22
774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0,30-45,High,Long,High,112891.969,Premium,0,0.86
712,France,Female,27,2,133009.51,1,1,0,126809.15,0,<30,Medium,New,High,104947.5,Premium,0,1.05
585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0,<30,Medium,Long,High,81584.428,High,2,3.35
666,France,Female,32,10,112536.57,2,1,1,34350.54,0,30-45,Medium,Long,Medium,68573.447,Medium,2,3.28
708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,30-45,Medium,Long,Medium,122587.109,Premium,0,0.62
513,France,Male,44,1,63562.02,2,0,1,52629.73,1,30-45,Low,New,Medium,47769.929,Medium,2,1.21
445,France,Male,37,3,0.0,2,1,1,180012.39,0,30-45,Low,Mid,Zero,54603.717000000004,Medium,2,0.0
690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0,30-45,Medium,Long,Medium,62587.014,Medium,0,2.84
850,France,Male,37,6,0.0,2,1,0,109291.22,0,30-45,High,Mid,Zero,33987.366,Low,0,0.0
537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0,30-45,Low,Long,High,88264.962,High,0,2.17
705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1,46-60,Medium,Long,Medium,110866.54000000001,Premium,0,0.66
670,France,Female,45,5,47884.92,1,1,1,54340.24,0,30-45,Medium,Mid,Low,41244.532,Medium,1,0.88
652,Spain,Female,36,1,0.0,2,1,1,19302.78,0,30-45,Medium,New,Zero,5990.834,Low,2,0.0
696,Spain,Male,24,9,0.0,1,0,0,10883.52,0,<30,Medium,Long,Zero,5065.0560000000005,Low,0,0.0
747,France,Male,49,6,202904.64,1,1,1,17298.72,1,46-60,High,Mid,High,107841.936,Premium,1,11.73
511,France,Female,46,1,0.0,1,1,1,115779.48,1,46-60,Low,New,Zero,34933.844,Low,1,0.0
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,30-45,High,New,High,109272.24799999999,Premium,2,1.74
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1,46-60,Low,Mid,Medium,100607.416,Premium,0,0.75
642,Spain,Female,33,9,0.0,2,1,1,150475.14,0,30-45,Medium,Long,Zero,46942.542,Medium,2,0.0
554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1,46-60,Low,Mid,Medium,67851.796,Medium,0,2.66
604,Spain,Female,34,3,0.0,2,1,0,38587.7,0,30-45,Medium,Mid,Zero,12176.31,Low,0,0.0
602,France,Female,72,3,0.0,2,1,1,171260.66,0,60+,Medium,Mid,Zero,51978.198,Medium,2,0.0
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,46-60,High,Long,Medium,88703.30099999999,High,0,1.25
491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0,<30,Low,Mid,Medium,95695.837,High,1,0.7
850,France,Male,31,4,0.0,2,0,0,152298.28,0,30-45,High,Mid,Zero,46489.484,Medium,0,0.0
521,France,Male,22,5,0.0,2,1,1,99828.45,0,<30,Low,Mid,Zero,30948.534999999996,Low,2,0.0
726,France,Male,37,2,132057.92,2,1,0,34743.98,0,30-45,High,New,High,76852.15400000001,High,0,3.8
596,France,Male,33,8,0.0,1,1,0,121189.3,1,30-45,Medium,Long,Zero,37956.79,Low,0,0.0
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,30-45,High,Long,Medium,97440.777,High,1,0.88
637,France,Female,41,9,0.0,2,1,0,145477.36,0,30-45,Medium,Long,Zero,45443.20799999999,Medium,0,0.0
690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0,30-45,Medium,New,Medium,83990.788,High,1,0.5
689,France,Male,40,8,160272.27,1,1,0,49656.24,0,30-45,Medium,Long,High,96633.007,High,0,3.23
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,60+,Medium,Mid,Medium,80233.18400000001,High,0,1.55
555,France,Female,27,8,102000.17,1,1,1,116757.0,0,<30,Low,Long,Medium,87627.185,High,1,0.87
563,Spain,Male,24,7,0.0,2,0,0,16319.56,0,<30,Low,Long,Zero,6295.8679999999995,Low,0,0.0
494,France,Female,33,1,137853.0,1,0,1,90273.85,0,30-45,Low,New,High,96208.655,High,1,1.53
534,France,Male,27,9,0.0,2,1,0,161344.13,0,<30,Low,Long,Zero,50203.239,Medium,0,0.0
696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0,30-45,Medium,Long,High,118877.87199999999,Premium,0,1.34
535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,46-60,Low,New,High,91205.65599999999,High,0,2.02
600,France,Male,34,0,0.0,2,0,1,3756.23,0,30-45,Medium,New,Zero,1126.869,Low,2,0.0
807,France,Female,34,1,0.0,1,0,0,114448.13,0,30-45,High,New,Zero,34534.439,Low,0,0.0
714,France,Female,52,2,0.0,1,0,1,144045.08,1,46-60,Medium,New,Zero,43613.524,Medium,1,0.0
590,France,Male,24,7,126431.54,1,1,0,58781.11,0,<30,Medium,Long,High,82250.103,High,0,2.15
614,France,Female,41,3,123475.04,1,1,1,179227.52,0,30-45,Medium,Mid,Medium,116105.77599999998,Premium,1,0.69
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0,30-45,High,Mid,Medium,88226.179,High,0,0.77
557,Spain,Male,42,4,0.0,2,0,1,86642.38,0,30-45,Low,Mid,Zero,26792.714,Low,2,0.0
788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,46-60,High,Mid,High,124781.48199999999,Premium,0,0.75
648,France,Female,38,2,0.0,2,0,1,9551.49,0,30-45,Medium,New,Zero,3265.4469999999997,Low,2,0.0
726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0,30-45,High,Long,Medium,67739.073,Medium,2,1.77
773,France,Male,33,9,0.0,2,1,1,1118.31,0,30-45,High,Long,Zero,2135.493,Low,2,0.0
583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0,<30,Medium,Mid,Medium,112473.322,Premium,2,0.54
565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,46-60,Low,Mid,Medium,102381.457,Premium,0,0.56
705,France,Male,25,9,0.0,2,0,1,112331.19,0,<30,Medium,Long,Zero,35499.356999999996,Low,2,0.0
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0,30-45,Medium,Mid,Medium,62683.138999999996,Medium,0,2.22
741,France,Male,29,8,0.0,2,1,1,115994.52,0,<30,High,Long,Zero,36398.356,Low,2,0.0
658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0,<30,Medium,Long,High,128211.06099999999,Premium,0,0.92
575,France,Male,27,3,139301.68,1,1,0,99843.98,0,<30,Low,Mid,High,100204.03399999999,Premium,0,1.4
844,France,Female,41,10,76319.64,1,1,1,141175.18,1,30-45,High,Long,Medium,82512.374,High,1,0.54
559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,60+,Low,Long,High,117532.96,Premium,0,0.72
725,France,Male,37,6,124348.38,2,0,1,176984.34,0,30-45,High,Mid,Medium,116469.492,Premium,2,0.7
450,France,Male,29,7,117199.8,1,1,1,43480.63,0,<30,Low,Long,Medium,73044.089,High,1,2.7
738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1,46-60,High,Long,High,122506.45300000001,Premium,0,0.96
642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0,<30,Medium,Mid,Medium,110393.9,Premium,1,0.65
618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0,30-45,Medium,Mid,High,114191.065,Premium,1,0.86
590,France,Male,47,0,117879.32,1,1,1,8214.46,0,46-60,Medium,New,Medium,61403.99800000001,Medium,1,14.35
735,France,Male,50,2,0.0,2,0,1,147075.69,0,46-60,High,New,Zero,44522.707,Medium,2,0.0
550,France,Male,34,8,122359.5,1,0,0,116495.55,0,30-45,Low,Long,Medium,97728.41500000001,High,0,1.05
729,Spain,Female,28,0,0.0,2,1,1,31165.06,1,<30,High,New,Zero,9349.518,Low,2,0.0
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,46-60,High,Mid,Medium,112930.841,Premium,1,0.57
555,France,Male,31,8,145875.74,1,1,0,137491.23,0,30-45,Low,Long,High,115785.239,Premium,0,1.06
667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,30-45,Medium,Mid,Medium,117423.79800000001,Premium,2,0.65
790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0,30-45,High,Long,Medium,82187.254,High,0,1.26
727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0,30-45,High,New,High,95225.67099999999,High,1,2.03
744,France,Female,39,6,0.0,1,0,0,10662.58,0,30-45,High,Mid,Zero,4398.773999999999,Low,0,0.0
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0,30-45,Medium,Long,Medium,85065.721,High,1,1.23
619,France,Female,35,4,90413.12,1,1,1,20555.21,0,30-45,Medium,Mid,Medium,52173.123,Medium,1,4.4
634,France,Male,34,8,105302.66,1,1,1,123164.97,0,30-45,Medium,Long,Medium,91200.821,High,1,0.85
608,Spain,Female,35,6,0.0,2,1,1,143463.28,0,30-45,Medium,Mid,Zero,44238.984,Medium,2,0.0
507,France,Female,35,1,0.0,2,0,0,92131.54,0,30-45,Low,New,Zero,27839.461999999996,Low,0,0.0
536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0,30-45,Low,Mid,Medium,84713.706,High,0,1.57
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0,30-45,High,New,Medium,110275.23800000001,Premium,1,0.54
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0,30-45,Medium,Long,Medium,68931.072,Medium,0,1.95
644,France,Female,24,8,92760.55,1,1,0,35896.75,0,<30,Medium,Long,Medium,58749.3,Medium,0,2.58
790,Spain,Male,37,8,0.0,2,1,1,149418.41,0,30-45,High,Long,Zero,46425.523,Medium,2,0.0
807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0,30-45,High,New,High,81371.2,High,1,2.91
581,France,Female,37,10,104255.03,1,1,0,86609.37,0,30-45,Medium,Long,Medium,80110.326,High,0,1.2
627,Spain,Female,55,6,0.0,1,0,0,91943.94,1,46-60,Medium,Mid,Zero,28783.182,Low,0,0.0
850,France,Male,41,3,0.0,2,1,0,128892.36,0,30-45,High,Mid,Zero,39267.708,Low,0,0.0
754,France,Female,35,4,0.0,2,1,0,44830.71,0,30-45,High,Mid,Zero,14249.213,Low,0,0.0
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,46-60,Low,New,Medium,86252.522,High,1,1.44
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0,30-45,Medium,Long,High,100592.11499999999,Premium,2,1.74
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0,30-45,Medium,Long,High,108862.196,Premium,0,0.85
542,France,Female,25,7,0.0,2,0,1,82393.08,0,<30,Low,Long,Zero,26117.924,Low,2,0.0
640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0,46-60,Medium,New,Medium,96798.334,High,1,0.82
553,France,Female,27,3,0.0,2,0,0,159800.16,0,<30,Low,Mid,Zero,48540.048,Medium,0,0.0
741,France,Male,38,9,0.0,2,1,0,14379.01,0,30-45,High,Long,Zero,6113.7029999999995,Low,0,0.0
598,France,Male,35,8,114212.6,1,1,1,74322.85,0,30-45,Medium,Long,Medium,81003.155,High,1,1.54
660,Spain,Female,42,5,0.0,3,1,1,189016.24,1,30-45,Medium,Mid,Zero,57704.871999999996,Medium,3,0.0
618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0,30-45,Medium,Mid,Medium,99356.545,Premium,0,0.84
647,France,Male,43,9,0.0,2,1,1,78488.39,0,30-45,Medium,Long,Zero,25346.517,Low,2,0.0
491,France,Female,68,3,107571.61,1,0,1,113695.99,0,60+,Low,Mid,Medium,88494.602,High,1,0.95
652,France,Female,32,2,0.0,2,1,0,54628.11,0,30-45,Medium,New,Zero,16788.433,Low,0,0.0
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1,30-45,Medium,Long,High,123234.16799999999,Premium,0,1.01
413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0,30-45,Low,New,High,113352.422,Premium,2,0.82
416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0,<30,Low,New,Medium,97026.484,High,2,0.61
629,Spain,Male,34,8,0.0,2,1,1,180595.02,0,30-45,Medium,Long,Zero,55778.505999999994,Medium,2,0.0
678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0,30-45,Medium,Mid,Medium,62682.738,Medium,0,6.85
527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0,<30,Low,Mid,High,89374.156,High,0,1.61
743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,46-60,High,Mid,Medium,116050.587,Premium,0,0.63
683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0,60+,Medium,Long,Medium,79764.98,High,1,2.4
536,France,Female,41,9,0.0,1,1,0,121299.14,0,30-45,Low,Long,Zero,38189.742,Low,0,0.0
663,Spain,Male,52,0,136298.65,1,1,0,144593.3,1,46-60,Medium,New,High,111527.315,Premium,0,0.94
646,France,Female,38,2,0.0,2,0,0,178752.73,0,30-45,Medium,New,Zero,54025.819,Medium,0,0.0
707,France,Male,35,2,0.0,3,1,1,94148.3,0,30-45,Medium,New,Zero,28644.49,Low,3,0.0
602,France,Male,34,5,0.0,2,1,1,77414.45,0,30-45,Medium,Mid,Zero,24224.335,Low,2,0.0
635,France,Female,47,2,125724.95,2,1,0,63236.97,0,46-60,Medium,New,High,82233.56599999999,High,0,1.99
597,France,Male,67,2,0.0,2,0,1,108645.85,0,60+,Medium,New,Zero,32993.755000000005,Low,2,0.0
503,France,Male,38,1,0.0,2,1,1,95153.24,0,30-45,Low,New,Zero,28745.972,Low,2,0.0
524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,60+,Low,Mid,Zero,41823.892,Medium,0,0.0
700,France,Male,46,5,95872.86,1,1,0,98273.01,1,46-60,Medium,Mid,Medium,78418.333,High,0,0.98
692,France,Male,33,9,0.0,1,1,0,113505.93,1,30-45,Medium,Long,Zero,35851.778999999995,Low,0,0.0
562,France,Male,37,2,0.0,1,0,1,52525.15,1,30-45,Low,New,Zero,16157.545,Low,1,0.0
679,France,Male,37,7,74260.03,1,1,0,194617.98,0,30-45,Medium,Long,Medium,96915.409,High,0,0.38
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1,30-45,Medium,New,Medium,107666.41200000001,Premium,0,0.81
720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0,30-45,Medium,Mid,Medium,105362.987,Premium,2,0.87
797,France,Male,24,5,0.0,2,1,0,182257.61,0,<30,High,Mid,Zero,55677.282999999996,Medium,0,0.0
594,France,Male,36,6,153880.15,1,0,0,135431.72,0,30-45,Medium,Mid,High,118769.59099999999,Premium,0,1.14
529,France,Female,31,7,0.0,2,1,1,175697.87,0,30-45,Low,Long,Zero,54109.361,Medium,2,0.0
606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0,30-45,Medium,New,Medium,71069.3,Medium,2,1.8
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1,30-45,Medium,Long,Zero,40785.08,Low,2,0.0
513,France,Female,43,9,0.0,2,1,0,152499.8,0,30-45,Low,Long,Zero,47549.939999999995,Medium,0,0.0
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,30-45,High,Mid,High,74295.162,High,0,8.89
605,France,Female,30,9,135422.31,1,0,1,186418.85,0,<30,Medium,Long,High,125436.81,Premium,1,0.73
574,Spain,Female,37,7,0.0,2,1,0,32262.28,0,30-45,Low,Long,Zero,11078.684,Low,0,0.0
726,France,Female,38,5,126875.62,1,1,0,128052.29,0,30-45,High,Mid,High,102853.497,Premium,0,0.99
611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0,<30,Medium,Mid,Medium,103216.62700000001,Premium,0,0.53
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0,30-45,Medium,Mid,Medium,93586.537,High,2,1.09
466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0,30-45,Low,New,High,131014.95799999998,Premium,0,0.84
741,Germany,Female,36,0,127675.39,2,1,0,74260.16,0,30-45,High,New,High,86115.743,High,0,1.72
684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0,30-45,Medium,New,High,82247.942,High,2,2.68
550,Spain,Female,33,9,72788.03,1,1,1,103608.06,0,30-45,Low,Long,Medium,69276.43299999999,Medium,1,0.7
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0,<30,Medium,Long,Medium,90182.89600000001,High,0,0.45
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1,46-60,Medium,Long,High,96160.327,High,1,3.91
676,Spain,Female,30,5,0.0,2,0,0,179066.58,0,<30,Medium,Mid,Zero,54719.973999999995,Medium,0,0.0
556,France,Female,46,10,0.0,2,0,0,109184.24,0,46-60,Low,Long,Zero,34755.272,Low,0,0.0
719,France,Male,36,3,155423.17,1,1,1,199841.32,0,30-45,Medium,Mid,High,138263.981,Premium,1,0.78
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,46-60,High,New,Medium,74440.59599999999,High,1,1.18
649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,46-60,Medium,New,Zero,25859.155000000002,Low,0,0.0
509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,30-45,Low,Long,High,99174.55900000001,Premium,1,1.1
684,France,Male,33,4,140700.61,1,1,0,103557.93,0,30-45,Medium,Mid,High,102217.684,Premium,0,1.36
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1,<30,High,Long,High,111147.923,Premium,0,1.98
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,30-45,High,Mid,Medium,100582.92599999999,Premium,0,0.7
683,France,Female,33,9,0.0,2,1,1,38784.42,0,30-45,Medium,Long,Zero,13435.326,Low,2,0.0
689,Spain,Female,63,1,0.0,2,1,1,186526.12,0,60+,Medium,New,Zero,56157.835999999996,Medium,2,0.0
672,Germany,Female,21,1,35741.69,1,1,0,28789.94,0,<30,Medium,New,Low,26707.827,Low,0,1.24
602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,46-60,Medium,Mid,Medium,63645.907,Medium,1,2.18
739,France,Female,20,4,133800.98,1,0,1,150245.81,0,<30,High,Mid,High,112774.23300000001,Premium,1,0.89
618,France,Female,21,2,125682.79,1,0,0,57762.0,0,<30,Medium,New,High,80569.995,High,0,2.18
674,France,Female,42,9,0.0,2,1,0,4292.72,0,30-45,Medium,Long,Zero,3087.816,Low,0,0.0
762,France,Male,26,6,130428.78,1,1,0,173365.89,0,<30,High,Mid,High,118424.157,Premium,0,0.75
790,Spain,Male,37,6,0.0,2,1,1,119484.01,0,30-45,High,Mid,Zero,37045.202999999994,Low,2,0.0
754,Spain,Female,27,8,0.0,2,0,0,121821.16,0,<30,High,Long,Zero,38146.348,Low,0,0.0
729,France,Male,44,6,0.0,2,1,0,151733.43,0,30-45,High,Mid,Zero,46720.028999999995,Medium,0,0.0
606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0,46-60,Medium,New,High,84704.36600000001,High,2,2.55
616,France,Male,23,8,73112.95,1,1,1,62733.05,0,<30,Medium,Long,Medium,56976.39,Medium,1,1.17
772,France,Male,47,9,152347.01,1,0,1,17671.78,0,46-60,High,Long,High,83275.039,High,1,8.62
652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0,30-45,Medium,Long,Medium,115843.96899999998,Premium,0,0.61
743,France,Male,43,5,0.0,2,0,0,113079.19,1,30-45,High,Mid,Zero,34923.757,Low,0,0.0
793,France,Male,39,3,137817.52,1,0,0,83997.79,0,30-45,High,Mid,High,94708.097,High,0,1.64
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0,30-45,High,Long,High,117693.456,Premium,0,1.25
746,France,Male,37,2,0.0,2,1,0,143194.05,0,30-45,High,New,Zero,43358.215,Medium,0,0.0
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1,30-45,Medium,Mid,Medium,91233.24799999999,High,0,1.34
713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,30-45,Medium,Mid,Medium,82501.904,High,2,1.54
678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0,30-45,Medium,Mid,High,115396.68,Premium,0,0.76
540,Spain,Male,39,1,0.0,1,0,1,108419.41,0,30-45,Low,New,Zero,32725.823,Low,1,0.0
615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,30-45,Medium,Mid,High,120925.89600000001,Premium,2,0.8
415,Spain,Male,53,5,167259.44,1,1,1,22357.25,0,46-60,Low,Mid,High,91336.895,High,1,7.48
628,France,Female,45,8,0.0,2,1,0,193903.06,0,30-45,Medium,Long,Zero,59770.918,Medium,0,0.0
700,France,Male,26,4,119009.57,1,1,0,141926.43,0,<30,Medium,Mid,Medium,102882.714,Premium,0,0.84
623,Germany,Male,33,2,80002.33,1,1,1,104079.62,0,30-45,Medium,New,Medium,71625.051,Medium,1,0.77
623,France,Female,37,4,140211.88,1,1,1,93832.33,0,30-45,Medium,Mid,High,99055.639,Premium,1,1.49
679,France,Female,44,3,118742.74,2,1,0,1568.91,0,30-45,Medium,Mid,Medium,60442.043000000005,Medium,0,75.68
632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1,30-45,Medium,New,High,87536.973,High,0,2.27
790,France,Female,47,10,148636.21,1,0,1,16119.96,1,46-60,High,Long,High,81154.093,High,1,9.22
514,France,Male,45,1,178827.79,1,1,0,60375.18,0,30-45,Low,New,High,107726.44900000001,Premium,0,2.96
491,France,Male,33,5,83134.3,1,1,0,187946.55,0,30-45,Low,Mid,Medium,98951.11499999999,Premium,0,0.44
753,France,Male,92,3,121513.31,1,0,1,195563.99,0,60+,High,Mid,Medium,120025.85199999998,Premium,1,0.62
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0,30-45,Medium,Mid,Medium,60608.89199999999,Medium,1,2.51
679,France,Female,30,1,112543.42,1,1,1,179435.21,0,<30,Medium,New,Medium,110302.27299999999,Premium,1,0.63
529,Spain,Male,34,9,0.0,1,1,1,93208.22,0,30-45,Low,Long,Zero,29762.466,Low,1,0.0
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,30-45,Medium,Mid,High,89935.46800000001,High,1,2.3
680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0,30-45,Medium,Mid,Medium,91118.19,High,0,1.34
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1,30-45,Medium,New,Medium,65615.379,Medium,0,5.04
834,France,Female,28,6,0.0,1,1,0,74287.53,0,<30,High,Mid,Zero,23486.259,Low,0,0.0
636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0,<30,Medium,Mid,High,110318.95199999999,Premium,2,1.56
538,Spain,Male,43,5,0.0,2,1,0,126933.73,0,30-45,Low,Mid,Zero,39080.119,Low,0,0.0
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0,30-45,Low,Mid,High,92237.117,High,0,2.07
597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,30-45,Medium,New,High,110362.397,Premium,1,0.82
711,France,Female,29,9,0.0,2,0,1,3234.8,0,<30,Medium,Long,Zero,2770.44,Low,2,0.0
606,France,Male,31,10,0.0,2,1,0,195209.4,0,30-45,Medium,Long,Zero,60562.82,Medium,0,0.0
615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0,46-60,Medium,Mid,Medium,92854.05900000001,High,1,0.48
589,France,Male,36,1,100895.54,1,1,1,68075.14,0,30-45,Medium,New,Medium,71070.31199999999,Medium,1,1.48
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0,30-45,Medium,Mid,Medium,61028.555,Medium,1,0.68
582,France,Male,29,4,0.0,2,0,0,156153.27,0,<30,Medium,Mid,Zero,47645.98099999999,Medium,0,0.0
710,France,Female,36,4,116085.06,1,1,0,58601.61,0,30-45,Medium,Mid,Medium,76423.013,High,0,1.98
467,France,Male,57,1,0.0,2,1,1,114448.77,0,46-60,Low,New,Zero,34534.631,Low,2,0.0
749,France,Male,30,1,0.0,2,0,1,126551.65,0,<30,High,New,Zero,38165.494999999995,Low,2,0.0
