CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CLV_Score,EngagementScore,Balance_Salary_Ratio,Geography_France,Geography_Germany,Geography_Spain,Churn_Probability,Risk_Tier,Actual_Churn
688,1,32,5,0.0,2,0,1,177607.77,54282.331,2,0.0,True,False,False,0.08,Low Risk,0
664,1,41,5,0.0,1,1,1,152054.33,46616.29899999999,1,0.0,True,False,False,0.33,Medium Risk,0
690,0,49,8,116622.73,1,0,1,51011.29,75214.752,1,2.29,False,False,True,0.289,Low Risk,0
538,0,25,5,62482.95,1,1,1,102758.43,63069.00399999999,1,0.61,False,True,False,0.099,Low Risk,0
566,1,44,5,141428.99,2,0,0,68408.74,92237.117,0,2.07,False,True,False,0.733,Critical Risk,0
684,0,45,6,148071.39,1,1,0,183575.01,130308.198,0,0.81,True,False,False,0.641,High Risk,0
609,1,53,6,0.0,2,1,1,124218.27,38465.481,2,0.0,True,False,False,0.137,Low Risk,0
668,0,47,7,106854.21,1,0,1,157959.02,102214.811,1,0.68,False,True,False,0.81,Critical Risk,1
624,1,62,7,125163.62,2,1,1,151411.5,109405.26,2,0.83,True,False,False,0.244,Low Risk,0
623,0,45,0,0.0,1,1,0,196533.72,58960.116,0,0.0,True,False,False,0.768,Critical Risk,1
595,0,29,6,150685.79,1,1,0,87771.06,102874.213,0,1.72,True,False,False,0.254,Low Risk,0
665,1,32,10,0.0,1,1,1,22487.45,8746.235,1,0.0,False,False,True,0.247,Low Risk,0
700,1,37,7,0.0,2,1,0,17040.82,6512.246,0,0.0,True,False,False,0.08,Low Risk,0
594,1,53,4,0.0,1,1,0,5408.74,2422.622,0,0.0,True,False,False,0.854,Critical Risk,1
795,0,38,7,125903.22,2,1,1,127068.92,102472.286,2,0.99,False,True,False,0.142,Low Risk,0
484,1,32,3,0.0,2,1,1,139390.99,42417.297,2,0.0,True,False,False,0.032,Low Risk,0
742,1,36,2,129748.54,2,0,0,47271.61,79455.753,0,2.74,False,True,False,0.327,Medium Risk,1
499,1,55,4,126817.65,2,1,0,123269.71,101189.738,0,1.03,False,True,False,0.86,Critical Risk,0
669,0,45,7,149364.58,1,0,1,173454.07,128118.511,1,0.86,True,False,False,0.344,Medium Risk,0
560,1,33,9,0.0,1,0,1,183358.21,56807.463,1,0.0,False,False,True,0.261,Low Risk,0
650,1,23,5,0.0,1,1,1,180622.43,55186.729,1,0.0,False,False,True,0.195,Low Risk,0
619,0,52,8,0.0,2,1,1,123242.11,38572.633,2,0.0,False,False,True,0.113,Low Risk,0
652,0,71,4,0.0,1,1,1,120107.1,36832.13,1,0.0,False,False,True,0.249,Low Risk,0
705,1,24,5,177799.83,2,0,0,79886.06,113865.733,0,2.23,False,False,True,0.364,Medium Risk,0
778,1,47,6,127299.34,2,1,0,124694.99,102258.167,0,1.02,False,False,True,0.625,High Risk,0
629,0,28,8,108601.0,1,1,1,119647.7,91794.81,1,0.91,False,True,False,0.257,Low Risk,0
596,1,39,10,86546.29,1,0,1,131768.98,84803.839,1,0.66,True,False,False,0.222,Low Risk,0
754,0,37,6,0.0,1,1,1,116141.72,36042.516,1,0.0,True,False,False,0.201,Low Risk,0
776,0,30,6,0.0,2,0,1,63908.86,20372.658,2,0.0,False,False,True,0.018,Low Risk,0
615,1,44,9,126104.98,2,0,1,110718.02,98067.896,2,1.14,False,True,False,0.376,Medium Risk,0
684,1,44,2,133776.86,2,0,1,49865.04,82247.942,2,2.68,False,True,False,0.376,Medium Risk,0
513,1,49,5,171601.27,1,1,0,126223.84,124667.78699999998,0,1.36,False,True,False,0.789,Critical Risk,0
705,1,46,5,89364.91,1,0,1,139162.15,87431.1,1,0.64,False,False,True,0.406,Medium Risk,0
489,0,58,4,0.0,2,1,1,191419.32,58225.796,2,0.0,False,False,True,0.212,Low Risk,0
721,0,40,3,0.0,1,1,1,144874.67,44062.401000000005,1,0.0,True,False,False,0.4,Medium Risk,0
690,0,36,7,101583.11,2,1,0,123775.15,89324.1,0,0.82,True,False,False,0.251,Low Risk,0
683,0,36,5,115350.63,1,1,1,122305.91,95367.088,1,0.94,True,False,False,0.093,Low Risk,0
465,0,33,5,0.0,2,0,1,78698.09,24609.427,2,0.0,True,False,False,0.029,Low Risk,0
850,0,27,6,96654.72,2,0,0,152740.16,95349.408,0,0.63,True,False,False,0.18,Low Risk,0
627,1,39,5,124586.93,1,1,0,93132.61,91233.248,0,1.34,False,True,False,0.726,Critical Risk,1
669,1,47,9,61196.54,1,1,0,58170.24,49849.342,0,1.05,True,False,False,0.7,Critical Risk,0
762,0,36,5,119547.46,1,1,1,42693.65,73581.825,1,2.8,True,False,False,0.091,Low Risk,0
448,1,36,6,83947.12,2,1,0,81999.53,67773.419,0,1.02,True,False,False,0.245,Low Risk,0
813,1,25,5,123616.43,1,0,1,132959.33,102696.014,1,0.93,False,True,False,0.256,Low Risk,0
601,0,42,1,98495.72,1,1,0,40014.76,61452.288,0,2.46,False,True,False,0.825,Critical Risk,1
723,0,28,4,0.0,2,1,1,123885.88,37965.764,2,0.0,True,False,False,0.024,Low Risk,0
850,1,35,7,114285.2,1,0,1,129660.59,97440.777,1,0.88,False,True,False,0.316,Medium Risk,0
601,0,47,1,64430.06,2,0,1,96517.97,61370.421,2,0.67,True,False,False,0.439,Medium Risk,0
707,1,35,9,0.0,2,1,1,70403.65,22921.095,2,0.0,True,False,False,0.04,Low Risk,0
461,1,35,5,0.0,1,1,1,54209.02,17262.706,1,0.0,True,False,False,0.203,Low Risk,0
596,0,67,6,0.0,2,1,1,138350.74,42705.222,2,0.0,False,False,True,0.031,Low Risk,0
730,0,26,6,0.0,2,1,1,185808.7,56942.61,2,0.0,False,False,True,0.017,Low Risk,0
540,0,28,8,0.0,2,0,0,197588.32,60876.496,0,0.0,False,False,True,0.154,Low Risk,0
631,0,27,10,134169.62,1,1,1,176730.02,122103.816,1,0.76,False,False,True,0.145,Low Risk,0
817,0,45,9,101207.75,1,0,0,88211.12,78867.211,0,1.15,False,True,False,0.874,Critical Risk,1
583,0,40,3,0.0,2,1,0,47728.0,14918.4,0,0.0,True,False,False,0.13,Low Risk,0
683,1,32,0,138171.1,2,1,1,188203.58,125546.624,2,0.73,False,True,False,0.111,Low Risk,0
662,1,41,4,0.0,2,1,0,126551.48,38765.444,0,0.0,True,False,False,0.207,Low Risk,0
559,0,33,9,111060.05,2,1,0,110371.84,90441.577,0,1.01,True,False,False,0.19,Low Risk,0
538,1,28,6,164365.44,1,0,1,5698.97,85092.41100000001,1,28.84,False,True,False,0.202,Low Risk,0
670,1,38,4,119624.54,2,1,1,110472.12,93753.906,2,1.08,True,False,False,0.088,Low Risk,0
638,0,36,6,188455.19,1,0,0,47031.4,109537.015,0,4.01,True,False,False,0.534,High Risk,1
702,1,29,10,88378.6,1,1,0,88550.28,72754.384,0,1.0,True,False,False,0.187,Low Risk,0
742,1,21,1,114292.48,1,1,0,31520.4,66802.36,0,3.63,False,True,False,0.619,High Risk,0
731,0,43,2,0.0,1,1,1,170034.95,51410.485,1,0.0,True,False,False,0.354,Medium Risk,1
559,1,43,1,0.0,1,0,1,86634.3,26190.29,1,0.0,True,False,False,0.727,Critical Risk,0
607,0,36,10,106702.94,2,0,0,198313.69,114845.577,0,0.54,False,True,False,0.373,Medium Risk,0
547,0,55,4,111362.76,3,1,0,16922.28,61558.064,0,6.58,False,True,False,0.847,Critical Risk,1
652,1,36,1,0.0,2,1,1,19302.78,5990.834,2,0.0,False,False,True,0.106,Low Risk,0
604,1,34,7,0.0,2,1,0,193021.49,59306.44699999999,0,0.0,True,False,False,0.123,Low Risk,0
735,1,38,1,0.0,3,0,0,92220.12,27866.036,0,0.0,True,False,False,0.308,Medium Risk,1
545,0,45,6,93796.42,2,1,1,162321.26,96794.588,2,0.58,False,True,False,0.368,Medium Risk,0
506,0,28,8,53053.76,1,0,1,24577.34,35500.082,1,2.16,False,True,False,0.172,Low Risk,0
525,1,30,0,157989.21,2,1,1,100687.67,109200.906,2,1.57,False,True,False,0.143,Low Risk,0
620,1,33,9,127638.35,1,1,1,192717.57,123434.446,1,0.66,True,False,False,0.125,Low Risk,0
658,1,43,7,140260.36,2,1,0,2748.72,72354.79599999999,0,51.03,True,False,False,0.432,Medium Risk,0
526,1,32,6,131938.92,2,1,1,1795.93,67708.239,2,73.47,False,True,False,0.155,Low Risk,0
665,1,34,1,96645.54,2,0,0,171413.66,99946.868,0,0.56,True,False,False,0.183,Low Risk,0
529,0,28,9,0.0,2,1,1,52545.24,17563.572,2,0.0,True,False,False,0.019,Low Risk,0
543,1,31,2,147674.26,1,1,1,16658.76,79234.758,1,8.86,True,False,False,0.081,Low Risk,0
635,1,48,8,130796.33,2,1,1,43250.3,79973.255,2,3.02,True,False,False,0.209,Low Risk,0
631,0,38,7,0.0,2,1,0,181605.85,55881.755,0,0.0,False,False,True,0.099,Low Risk,0
625,0,22,9,0.0,2,1,0,157072.91,48921.873,0,0.0,True,False,False,0.123,Low Risk,0
764,0,30,5,0.0,2,0,1,105155.66,32546.698,2,0.0,True,False,False,0.024,Low Risk,0
569,0,36,1,67087.69,1,1,0,154775.7,80176.555,0,0.43,True,False,False,0.318,Medium Risk,0
667,0,31,5,0.0,2,1,1,20346.69,7104.007,2,0.0,False,False,True,0.041,Low Risk,0
643,1,34,7,160426.07,1,0,1,188533.11,138172.968,1,0.85,False,True,False,0.392,Medium Risk,0
683,0,38,7,109346.13,2,1,0,102665.92,86872.841,0,1.07,True,False,False,0.292,Low Risk,0
722,0,34,8,0.0,2,1,1,133447.49,41634.247,2,0.0,True,False,False,0.018,Low Risk,0
512,0,36,4,152169.12,2,0,0,38629.3,88473.35,0,3.94,True,False,False,0.233,Low Risk,1
422,0,54,3,140014.42,1,0,1,86350.97,96512.501,1,1.62,True,False,False,0.325,Medium Risk,0
619,1,33,3,100488.92,2,0,1,36446.74,61778.482,2,2.76,False,True,False,0.083,Low Risk,0
679,0,45,3,146758.24,1,1,0,48466.89,88519.18699999999,0,3.03,True,False,False,0.679,High Risk,0
581,0,46,2,79385.21,2,0,0,188492.82,96640.451,0,0.42,False,False,True,0.704,Critical Risk,0
586,1,60,3,47020.65,2,0,1,63241.21,43082.688,2,0.74,True,False,False,0.244,Low Risk,1
643,0,28,9,160858.13,2,1,0,27149.27,90373.846,0,5.92,False,True,False,0.281,Low Risk,0
351,1,57,4,163146.46,1,1,0,169621.69,133259.737,0,0.96,False,True,False,0.848,Critical Risk,1
670,1,33,7,0.0,2,1,1,88187.81,27856.343,2,0.0,True,False,False,0.032,Low Risk,0
599,0,33,4,51690.89,1,1,0,111622.76,60132.273,0,0.46,False,False,True,0.525,High Risk,1
700,0,46,5,95872.86,1,1,0,98273.01,78418.333,0,0.98,True,False,False,0.708,Critical Risk,1
797,0,45,8,0.0,1,0,0,125110.02,39133.006,0,0.0,True,False,False,0.787,Critical Risk,0
699,0,29,3,125689.29,1,1,1,151623.71,108931.758,1,0.83,True,False,False,0.089,Low Risk,0
680,0,32,7,175454.0,1,0,1,77349.92,112331.976,1,2.27,False,True,False,0.371,Medium Risk,0
678,1,27,5,87099.85,2,1,0,149550.95,89415.21,0,0.58,False,False,True,0.217,Low Risk,0
601,1,43,2,0.0,1,1,0,49713.87,15314.161,0,0.0,True,False,False,0.765,Critical Risk,1
701,1,39,9,0.0,2,1,1,110043.88,34813.164,2,0.0,False,False,True,0.029,Low Risk,0
652,1,40,7,100471.34,1,1,1,124550.88,89000.93400000001,1,0.81,False,False,True,0.196,Low Risk,0
622,0,43,8,0.0,2,1,0,100618.17,31785.451,0,0.0,True,False,False,0.313,Medium Risk,0
709,0,42,9,118546.71,1,0,1,77142.85,84216.21,1,1.54,True,False,False,0.225,Low Risk,0
710,1,41,9,149155.53,2,1,0,42131.26,89017.143,0,3.54,False,True,False,0.491,Medium Risk,1
541,0,34,3,128743.55,1,1,0,134851.12,105427.111,0,0.95,True,False,False,0.213,Low Risk,0
767,1,24,5,0.0,2,1,1,67445.85,21233.755,2,0.0,False,False,True,0.017,Low Risk,0
691,0,37,9,149405.18,1,1,1,146411.6,120426.07,1,1.02,True,False,False,0.105,Low Risk,0
756,0,32,0,109528.16,2,1,1,56176.31,71616.973,2,1.95,False,True,False,0.103,Low Risk,0
718,0,52,8,79475.3,3,1,1,32421.32,51064.046,3,2.45,True,False,False,0.785,Critical Risk,1
502,1,32,1,173340.83,1,0,1,122763.95,123699.6,1,1.41,False,True,False,0.27,Low Risk,0
732,0,42,9,108748.08,2,1,1,65323.11,75770.973,2,1.66,False,True,False,0.289,Low Risk,0
798,0,22,8,0.0,2,1,0,107615.43,33884.629,0,0.0,True,False,False,0.074,Low Risk,0
724,0,45,5,83888.54,1,0,1,34121.81,53180.813,1,2.46,False,False,True,0.393,Medium Risk,0
491,1,72,6,91285.22,1,1,1,7032.95,48952.495,1,12.98,True,False,False,0.163,Low Risk,0
749,1,60,6,0.0,1,1,0,17978.68,6593.604,0,0.0,True,False,False,0.915,Critical Risk,1
587,1,38,0,132122.42,2,0,0,31730.32,75580.30600000001,0,4.16,False,True,False,0.442,Medium Risk,0
559,1,31,1,139183.06,1,0,1,143360.56,112799.698,1,0.97,False,False,True,0.12,Low Risk,0
765,1,32,9,178095.55,1,0,0,47247.56,105022.043,0,3.77,False,False,True,0.414,Medium Risk,0
849,0,35,4,110837.73,1,0,0,126419.8,94144.805,0,0.88,True,False,False,0.222,Low Risk,0
641,0,37,7,0.0,2,1,0,75248.3,23974.49,0,0.0,True,False,False,0.096,Low Risk,0
475,0,39,6,0.0,1,1,1,56999.9,18299.97,1,0.0,True,False,False,0.322,Medium Risk,1
509,0,18,7,102983.91,1,1,0,171770.58,104423.129,0,0.6,True,False,False,0.192,Low Risk,0
505,1,45,9,131355.3,3,1,0,195395.33,126096.24899999998,0,0.67,False,False,True,0.633,High Risk,1
541,0,29,7,127504.57,1,0,0,86173.92,91004.461,0,1.48,True,False,False,0.25,Low Risk,0
646,0,38,7,0.0,2,1,0,1528.4,1858.52,0,0.0,True,False,False,0.097,Low Risk,0
666,0,39,10,0.0,2,1,0,102999.33,32899.799,0,0.0,True,False,False,0.114,Low Risk,0
850,1,24,6,0.0,2,1,1,13159.9,5147.969999999999,2,0.0,True,False,False,0.038,Low Risk,0
597,1,24,1,103219.47,1,1,0,60420.07,69935.756,0,1.71,True,False,False,0.195,Low Risk,0
529,0,38,7,99842.5,2,1,0,90256.06,78398.068,0,1.11,False,False,True,0.251,Low Risk,1
655,0,38,3,250898.09,3,0,1,81054.0,150365.245,3,3.1,False,False,True,0.786,Critical Risk,1
734,0,33,5,121898.58,1,1,0,61829.89,80498.257,0,1.97,False,True,False,0.686,High Risk,0
613,0,28,7,76656.4,2,1,1,185483.24,95373.172,2,0.41,False,True,False,0.065,Low Risk,0
669,1,33,8,0.0,2,0,1,128538.05,40161.415,2,0.0,False,False,True,0.04,Low Risk,0
627,1,35,7,0.0,1,1,0,187718.26,57715.478,0,0.0,False,False,True,0.475,Medium Risk,0
615,0,41,1,126773.43,1,1,1,55551.26,80252.093,1,2.28,False,False,True,0.196,Low Risk,0
622,0,41,2,127087.06,1,1,0,102402.91,94664.403,0,1.24,True,False,False,0.514,High Risk,1
624,0,36,6,0.0,2,0,0,84749.96,26624.988,0,0.0,True,False,False,0.159,Low Risk,0
663,0,24,7,0.0,2,1,1,166310.82,51293.246,2,0.0,True,False,False,0.022,Low Risk,0
601,1,47,1,142802.02,1,1,1,57553.02,88866.916,1,2.48,False,True,False,0.6,High Risk,0
644,0,35,5,161591.11,3,1,1,63795.62,100934.241,3,2.53,False,True,False,0.828,Critical Risk,0
563,1,42,6,99056.22,2,1,0,154347.95,97032.495,0,0.64,False,False,True,0.423,Medium Risk,1
750,1,35,3,0.0,1,1,0,191520.5,58056.15,0,0.0,True,False,False,0.525,High Risk,0
629,1,49,4,0.0,2,1,1,196335.48,59700.644,2,0.0,True,False,False,0.173,Low Risk,0
570,0,38,1,127201.58,1,1,0,147168.28,107951.274,0,0.86,False,True,False,0.699,High Risk,1
850,0,27,1,101278.25,2,1,1,26265.18,58718.679,2,3.86,False,True,False,0.062,Low Risk,0
633,0,50,7,88302.65,1,1,1,195937.16,104332.473,1,0.45,False,True,False,0.457,Medium Risk,0
762,0,29,10,115545.33,2,1,0,148256.43,104249.594,0,0.78,False,False,True,0.161,Low Risk,0
445,1,30,3,0.0,2,1,1,127939.19,38981.757,2,0.0,True,False,False,0.029,Low Risk,0
614,1,41,3,123475.04,1,1,1,179227.52,116105.77599999998,1,0.69,True,False,False,0.235,Low Risk,0
658,0,44,2,168396.34,1,1,1,14178.73,88851.789,1,11.88,True,False,False,0.299,Low Risk,0
549,1,34,4,0.0,2,0,0,139463.57,42639.071,0,0.0,True,False,False,0.1,Low Risk,0
594,1,34,7,141525.55,1,0,0,9443.15,74995.72,0,14.99,True,False,False,0.274,Low Risk,0
742,1,44,8,107926.02,1,0,1,17375.27,60775.591,1,6.21,False,True,False,0.757,Critical Risk,1
411,1,36,10,0.0,1,0,0,120694.35,38208.305,0,0.0,True,False,False,0.57,High Risk,0
746,0,24,10,68781.82,1,0,1,47997.39,50790.127,1,1.43,False,False,True,0.146,Low Risk,0
706,0,42,9,0.0,2,1,1,28714.34,10414.302,2,0.0,False,False,True,0.085,Low Risk,0
607,1,27,2,0.0,2,1,0,63495.86,19448.758,0,0.0,True,False,False,0.089,Low Risk,0
615,0,32,1,0.0,2,0,0,2139.25,841.775,0,0.0,True,False,False,0.162,Low Risk,0
488,1,33,4,140002.35,1,1,0,123613.81,107885.318,0,1.13,False,True,False,0.476,Medium Risk,0
764,0,34,6,108760.27,2,1,0,166324.79,105477.572,0,0.65,False,True,False,0.373,Medium Risk,1
622,1,47,6,142319.03,1,0,0,100183.05,102414.43,0,1.42,False,False,True,0.778,Critical Risk,0
709,1,32,7,0.0,2,1,1,199418.02,61225.406,2,0.0,True,False,False,0.036,Low Risk,0
540,1,35,7,128369.75,2,1,0,198256.15,125061.72,0,0.65,False,True,False,0.3,Medium Risk,0
544,1,26,6,0.0,1,1,0,100200.4,31260.119999999995,0,0.0,True,False,False,0.332,Medium Risk,1
850,1,25,8,69385.17,2,1,0,87834.24,62642.857,0,0.79,False,True,False,0.13,Low Risk,0
582,1,32,1,116409.55,1,0,1,152790.92,104242.051,1,0.76,True,False,False,0.1,Low Risk,0
537,1,47,6,103163.35,1,1,0,16259.64,57659.567,0,6.34,False,True,False,0.879,Critical Risk,1
613,0,44,9,100524.69,1,1,1,47298.95,66252.03,1,2.13,False,False,True,0.189,Low Risk,0
562,0,36,6,0.0,2,1,0,32845.32,11053.596,0,0.0,True,False,False,0.076,Low Risk,0
754,0,39,3,74896.33,1,0,0,34430.16,48377.213,0,2.18,True,False,False,0.48,Medium Risk,0
470,1,31,2,101675.22,2,1,0,45033.75,64747.735,0,2.26,False,False,True,0.242,Low Risk,0
672,1,34,1,142151.75,2,1,1,168753.34,121901.877,2,0.84,True,False,False,0.076,Low Risk,0
663,0,22,6,0.0,2,0,1,131827.15,40748.145,2,0.0,True,False,False,0.026,Low Risk,0
573,0,44,9,0.0,2,1,0,107124.17,33937.251,0,0.0,False,False,True,0.256,Low Risk,0
698,1,40,0,92053.44,1,1,1,143681.83,89131.269,1,0.64,False,False,True,0.235,Low Risk,0
519,0,34,5,0.0,1,1,0,68479.6,21543.88,0,0.0,True,False,False,0.452,Medium Risk,0
584,0,32,5,0.0,2,1,0,10956.82,4287.046,0,0.0,False,False,True,0.06,Low Risk,0
850,1,32,7,0.0,2,0,0,155227.0,47968.1,0,0.0,True,False,False,0.084,Low Risk,0
774,0,49,1,142767.39,1,1,1,8214.41,74048.01800000001,1,17.38,True,False,False,0.31,Medium Risk,0
594,1,23,4,104753.84,2,1,0,56756.52,70203.87599999999,0,1.85,False,True,False,0.339,Medium Risk,1
701,0,38,3,125385.49,2,0,1,52044.66,78906.14300000001,2,2.41,False,True,False,0.255,Low Risk,0
597,1,40,9,106756.01,2,1,0,151167.94,100528.387,0,0.71,False,True,False,0.491,Medium Risk,0
695,0,46,4,0.0,2,1,1,137537.22,42061.166,2,0.0,True,False,False,0.085,Low Risk,0
574,0,36,4,77967.5,1,1,0,167066.95,89903.83499999999,0,0.47,False,False,True,0.418,Medium Risk,1
634,0,45,9,0.0,2,0,0,17622.82,7086.846,0,0.0,True,False,False,0.307,Medium Risk,0
650,0,32,2,84906.45,1,1,0,163216.48,91818.169,0,0.52,True,False,False,0.211,Low Risk,0
685,0,40,2,168001.34,2,1,1,167400.29,134620.75699999998,2,1.0,True,False,False,0.169,Low Risk,0
682,1,58,1,0.0,1,1,1,706.5,411.95,1,0.0,True,False,False,0.57,High Risk,0
669,0,37,4,0.0,1,1,0,132540.33,40562.099,0,0.0,True,False,False,0.57,High Risk,0
839,1,33,10,75592.43,1,1,0,62674.42,58598.541,0,1.21,False,False,True,0.188,Low Risk,0
450,0,29,7,117199.8,1,1,1,43480.63,73044.089,1,2.7,True,False,False,0.061,Low Risk,0
850,0,42,6,84445.68,3,0,1,60021.34,61429.242,3,1.41,False,True,False,0.758,Critical Risk,1
527,0,31,4,0.0,1,1,0,169361.89,51608.567,0,0.0,True,False,False,0.517,High Risk,0
792,0,34,1,0.0,1,0,1,86330.32,26099.096,1,0.0,True,False,False,0.297,Low Risk,0
531,1,42,2,0.0,2,0,1,90537.47,27561.241,2,0.0,True,False,False,0.15,Low Risk,0
535,0,37,3,175534.78,2,1,1,9241.52,91139.846,2,18.99,False,False,True,0.138,Low Risk,0
751,0,29,1,135536.5,1,1,0,66825.33,88015.849,0,2.03,True,False,False,0.295,Low Risk,0
556,1,51,8,61354.14,1,1,0,198810.65,91920.26499999998,0,0.31,True,False,False,0.818,Critical Risk,1
584,1,37,10,134171.8,4,1,1,70927.11,90364.033,4,1.89,False,True,False,0.875,Critical Risk,1
763,1,35,7,115651.6,2,1,1,104706.29,90637.687,2,1.1,True,False,False,0.056,Low Risk,0
652,0,36,9,150956.71,1,0,0,72350.17,98983.406,0,2.09,False,True,False,0.625,High Risk,0
436,0,43,5,0.0,2,1,1,35687.43,11706.229,2,0.0,False,False,True,0.098,Low Risk,0
646,0,52,8,59669.43,1,0,0,172495.81,83183.458,0,0.35,True,False,False,0.911,Critical Risk,1
694,0,31,4,141989.27,2,1,0,26116.82,79629.681,0,5.44,False,True,False,0.324,Medium Risk,0
608,0,45,4,0.0,2,0,0,36697.48,11809.244,0,0.0,False,False,True,0.301,Medium Risk,1
558,0,27,1,152283.39,1,1,0,183271.15,131323.04,0,0.83,True,False,False,0.297,Low Risk,0
679,0,40,1,0.0,1,1,1,16897.19,5269.156999999999,1,0.0,True,False,False,0.446,Medium Risk,0
577,1,35,10,0.0,2,1,1,25161.61,9548.483,2,0.0,True,False,False,0.089,Low Risk,0
683,1,32,9,0.0,2,1,1,24991.92,9297.576,2,0.0,True,False,False,0.035,Low Risk,0
591,0,29,1,97541.24,1,1,1,196356.17,107877.471,1,0.5,False,False,True,0.122,Low Risk,0
636,0,45,3,0.0,2,1,1,159463.8,48439.13999999999,2,0.0,False,False,True,0.127,Low Risk,0
708,1,64,5,0.0,3,0,1,112520.07,34756.021,3,0.0,False,False,True,0.535,High Risk,1
699,0,34,4,185173.81,2,1,0,120834.48,129637.249,0,1.53,False,True,False,0.204,Low Risk,0
707,1,31,2,82787.93,2,0,0,91423.69,69221.072,0,0.91,True,False,False,0.164,Low Risk,0
597,1,33,6,135703.59,2,0,0,74850.84,91507.047,0,1.81,True,False,False,0.204,Low Risk,0
609,0,26,7,0.0,2,1,0,98463.99,30939.197,0,0.0,True,False,False,0.091,Low Risk,0
522,1,25,5,94049.92,2,1,0,103269.0,79005.66,0,0.91,False,True,False,0.198,Low Risk,0
596,0,39,9,0.0,1,1,0,48963.59,16489.076999999997,0,0.0,True,False,False,0.385,Medium Risk,0
591,1,56,9,128882.49,1,1,1,196241.94,125113.827,1,0.66,True,False,False,0.26,Low Risk,1
654,1,36,5,0.0,2,0,0,157238.05,48171.41499999999,0,0.0,False,False,True,0.145,Low Risk,0
649,0,20,5,0.0,2,1,1,58309.54,18492.862,2,0.0,False,False,True,0.021,Low Risk,0
640,1,29,4,0.0,2,1,0,44904.26,14271.278,0,0.0,True,False,False,0.063,Low Risk,0
600,1,39,5,0.0,2,0,0,118272.07,36481.621,0,0.0,True,False,False,0.192,Low Risk,0
631,0,32,10,0.0,2,0,1,196342.66,60902.798,2,0.0,True,False,False,0.029,Low Risk,0
850,0,44,2,112755.34,2,0,0,158171.36,104229.078,0,0.71,False,True,False,0.564,High Risk,0
556,1,43,6,0.0,3,0,0,125154.57,38746.371,0,0.0,True,False,False,0.7,Critical Risk,1
717,1,49,1,110864.38,2,1,1,124532.9,92992.06,2,0.89,False,False,True,0.254,Low Risk,1
758,0,61,2,0.0,2,1,1,43982.41,13594.723,2,0.0,False,False,True,0.042,Low Risk,0
515,0,40,10,121355.99,1,1,0,138360.29,104186.082,0,0.88,False,False,True,0.347,Medium Risk,0
649,1,37,8,114737.26,1,1,1,106655.88,90965.394,1,1.08,False,True,False,0.43,Medium Risk,1
566,0,36,1,142120.91,1,1,0,79616.37,95145.366,0,1.79,True,False,False,0.286,Low Risk,0
760,1,34,6,58003.41,1,1,0,90346.1,57305.535,0,0.64,False,True,False,0.356,Medium Risk,0
662,0,37,5,94901.09,1,1,1,48233.75,62920.67,1,1.97,False,False,True,0.102,Low Risk,0
559,1,27,1,0.0,1,0,1,1050.33,515.0989999999999,1,0.0,False,False,True,0.382,Medium Risk,0
605,0,19,8,166133.28,1,1,1,107994.99,117065.137,1,1.54,False,True,False,0.193,Low Risk,0
646,0,32,1,0.0,2,1,0,183289.22,55186.766,0,0.0,False,False,True,0.134,Low Risk,0
753,1,38,6,142263.45,1,0,1,33730.43,82450.854,1,4.22,True,False,False,0.167,Low Risk,0
696,1,36,3,0.0,3,1,0,65039.9,20111.97,0,0.0,False,False,True,0.251,Low Risk,0
521,0,22,5,0.0,2,1,1,99828.45,30948.535,2,0.0,True,False,False,0.029,Low Risk,0
632,0,27,4,193125.85,1,1,1,152665.85,143162.68,1,1.27,True,False,False,0.281,Low Risk,0
706,0,18,2,176139.5,2,1,0,129654.22,127366.016,0,1.36,True,False,False,0.366,Medium Risk,0
821,1,38,8,0.0,2,0,1,126241.4,39472.42,2,0.0,False,False,True,0.023,Low Risk,1
620,0,44,8,0.0,2,1,1,15627.51,6288.253,2,0.0,False,False,True,0.1,Low Risk,0
648,1,37,7,138503.51,2,1,0,57215.85,87816.51000000001,0,2.42,False,True,False,0.39,Medium Risk,0
428,1,62,1,107735.93,1,0,1,58381.77,71582.496,1,1.85,True,False,False,0.245,Low Risk,0
542,1,59,2,68892.77,2,1,0,7905.06,37217.903000000006,0,8.72,True,False,False,0.616,High Risk,1
504,0,40,5,0.0,2,0,0,146703.36,45011.008,0,0.0,False,False,True,0.194,Low Risk,0
817,0,44,8,0.0,1,0,0,65501.91,21250.573,0,0.0,True,False,False,0.747,Critical Risk,1
696,1,66,7,119499.42,2,1,1,174027.3,113357.9,2,0.69,False,True,False,0.38,Medium Risk,0
529,0,32,9,147493.89,1,1,0,33656.35,85643.85,0,4.38,True,False,False,0.181,Low Risk,0
540,0,25,5,116160.23,1,1,0,13411.67,63103.616,0,8.66,True,False,False,0.229,Low Risk,0
616,0,23,8,73112.95,1,1,1,62733.05,56976.39,1,1.17,True,False,False,0.105,Low Risk,0
696,1,31,8,122021.92,2,1,0,33828.64,72759.552,0,3.61,False,True,False,0.302,Medium Risk,0
596,0,36,2,0.0,2,0,1,125557.95,38067.385,2,0.0,False,False,True,0.05,Low Risk,0
632,1,27,3,107375.82,1,1,1,62703.38,73098.924,1,1.71,True,False,False,0.076,Low Risk,0
